title,price,description,bookURL,ImageURL,metadata
24 Jam Punya Blog dan Toko Online Pakai Wordpress,49000,"Kalau Anda hobi menulis di blog, mengapa tidak membuat dan mengelola toko online sekaligus? Kalau sudah punya toko online, di sela-sela menulis blog Anda bisa mendapatkan uang saku tambahan dari penjualan produk. Buku ini mengupas bagaimana cara memiliki blog dan toko online dalam waktu 24 jam.",https://www.gramedia.com/products/conf-24-jam-punya-blog-dan-toko-online-pakai-wordpress,https://cdn.gramedia.com/uploads/items/ID_EMK2015MTH03JPBDTOPW_C.jpg,24 Jam Blog Toko Online Pakai Wordpress hobi menulis blog mengelola toko online toko online sela-sela menulis blog uang saku tambahan penjualan produk Buku mengupas memiliki blog toko online 24 jam
Trik Cepat Menguasai MS SQL Server 2014,35000,Buku ini mengupas pemrograman database menggunakan MS SQL Server 2014. Cakupan yang dibahas antara lain:,https://www.gramedia.com/products/conf-trik-cepat-menguasai-ms-sql-server-2014,https://cdn.gramedia.com/uploads/items/ID_EMK2015MTH03TCMMSS_C.jpg,Trik Cepat Menguasai MS SQL Server 2014 Buku mengupas pemrograman database MS SQL Server 2014 Cakupan dibahas
Situs Online Penghasil Duit Tanpa Modal,49000,"Internet bukan lagi hal yang asing saat ini, banyak orang telah menggunakan internet mulai dari hiburan, belajar, hingga untuk mendapatkan penghasilan. Umumnya, untuk mendapatkan penghasilan dari internet, orang akan memanfaatkan situs jual beli. Akan tetapi, ada cara lain untuk mendapatkan penghasilan dari internet, seperti menampilkan karya pribadi pada sebuah situs atau menggunakan sistem periklanan.",https://www.gramedia.com/products/conf-situs-online-penghasil-duit-tanpa-modal,https://cdn.gramedia.com/uploads/items/ID_EMK2015MTH03SOPDTM_C.jpg,Situs Online Penghasil Duit Modal Internet asing orang internet hiburan belajar penghasilan penghasilan internet orang memanfaatkan situs jual beli penghasilan internet menampilkan karya pribadi situs sistem periklanan
Menguasai Fungsi dan Formula MS Excel Tingkat Lanjut,49000,"Kenapa tidak banyak orang yang mempelajari fungsi dan formula tingkat lanjut? Itu disebabkan asumsi bahwa fungsi dan formula untuk tingkat lanjut, memiliki deret kode yang panjang dan rumit. Padahal, jika fungsi dan formula tingkat lanjut ini dipelajari, tidaklah serumit yang dikira, asal mengetahui logika dan rumusannya. Jadi, tidak ada salahnya jika pengguna mempelajarinya, terutama untuk memperbaiki kesalahan penulisan data dan tentu saja untuk mempercepat pekerjaan.",https://www.gramedia.com/products/conf-menguasai-fungsi-dan-formula-ms-excel-tingkat-lanjut,https://cdn.gramedia.com/uploads/items/ID_EMK2015MTH02MFDFMETL_C.jpg,Menguasai Fungsi Formula MS Excel Tingkat orang mempelajari fungsi formula tingkat disebabkan asumsi fungsi formula tingkat memiliki deret kode rumit fungsi formula tingkat dipelajari serumit logika rumusannya salahnya pengguna mempelajarinya memperbaiki kesalahan penulisan data mempercepat pekerjaan
Membuat Website PHP dengan CodeIgniter,29000,CodeIgniter adalah framework PHP yang bisa digunakan untuk menyederhanakan script dan mengoptimalkan fungsi PHP. Buku ini ditujukan bagi para web developer yang ingin mengembangkan potensi programming berbasis PHP. Anda akan mengenal berbagai syntax CodeIgniter yang mampu membantu Anda menghemat berbaris-baris script PHP.,https://www.gramedia.com/products/conf-membuat-website-php-dengan-codeigniter,https://cdn.gramedia.com/uploads/items/ID_EMK2015MTH02MWPDC_C.jpg,Website PHP CodeIgniter CodeIgniter framework PHP menyederhanakan script mengoptimalkan fungsi PHP Buku web developer mengembangkan potensi programming berbasis PHP mengenal syntax CodeIgniter membantu menghemat berbaris-baris script PHP
Mahir Otodidak Word dan Excel 2010,86000,"Buku ini membahas mengenai MS Word dan Excel 2010 disertai dengan contoh aplikasi yang sering digunakan sehari-hari. Walaupun demikian, materi yang disajikan dapat juga digunakan untuk MS Word dan Excel versi 2007 ataupun versi sebelumnya, tentunya dengan melakukan penyesuaian instruksi pengoperasiannya.",https://www.gramedia.com/products/conf-mahir-otodidak-word-dan-excel-2010,https://cdn.gramedia.com/uploads/items/ID_EMK2015MTH02MOWDE_C.jpg,Mahir Otodidak Word Excel 2010 Buku membahas MS Word Excel 2010 disertai contoh aplikasi sehari-hari materi disajikan MS Word Excel versi 2007 versi penyesuaian instruksi pengoperasiannya
Toko Online WordPress dalam 1 Hari,35200,"Saat memulai suatu usaha, Anda akan berlomba dengan waktu. Anda harus secepatnya mendapatkan pemasukan sebelum pengeluaran menghabiskan modal Anda. Belajar membuat toko online tanpa panduan, bisa sangat memakan waktu Anda yang terbatas. Padahal sebagai seorang pengusaha, Anda harus segera memikirkan sisi bisnis dan tidak berlamalama di sisi teknis.",https://www.gramedia.com/products/conf-toko-online-wordpress-dalam-1-hari,https://cdn.gramedia.com/uploads/items/ID_EMK2015MTH01TOWDH_C.jpg,Toko Online WordPress 1 usaha berlomba secepatnya pemasukan pengeluaran menghabiskan modal Belajar toko online panduan memakan terbatas pengusaha memikirkan sisi bisnis berlamalama sisi teknis
Belajar Desain Grafis untuk Pemula,104000,"Elex Media Komputindo adalah penerbit buku populer dan multimedia di Indonesia sebagai perusahaan media terbesar di Indonesia. Produk terbitan Elex Media Komputindo cukup populer di Indonesia sehingga menerima beberapa penghargaan dari e-Learning Award versi Departemen Pendidikan dan Kebudayaan RI dan majalah Swa (2007), Global Popularity Award Web Toon (2015), bukan cuma sekali mendapatkan penghargaan tapi berkali-kali menerima penghargaan untuk kategori buku terbaik nasional versi Perpustakaan Nasional. Elex Media Komputindo menerbitkan buku “Belajar desain Grafis untuk Pemula”",https://www.gramedia.com/products/conf-belajar-desain-grafis-untuk-pemula,https://cdn.gramedia.com/uploads/items/ID_EMK2015MTH01BDGUP_C.jpg,Belajar Desain Grafis Pemula Elex Media Komputindo penerbit buku populer multimedia Indonesia perusahaan media terbesar Indonesia Produk terbitan Elex Media Komputindo populer Indonesia menerima penghargaan e-Learning Award versi Departemen Pendidikan Kebudayaan RI majalah Swa 2007 Global Popularity Award Web Toon 2015 penghargaan menerima penghargaan kategori buku terbaik nasional versi Perpustakaan Nasional Elex Media Komputindo menerbitkan buku “ Belajar desain Grafis Pemula ”
Trik Hacking Menggunakan Flash Disk,35000,"Sebuah flash disk bisa menjadi senjata hacking yang berbahaya. Tidak hanya membajak data dan membongkar password, ada banyak hal lain yang bisa dilakukan melalui flash disk, di antaranya:",https://www.gramedia.com/products/conf-trik-hacking-menggunakan-flash-disk,https://cdn.gramedia.com/uploads/items/ID_EMK2015MTH01THMFD_C.jpg,Trik Hacking Flash Disk flash disk senjata hacking berbahaya membajak data membongkar password flash disk
Online Shop dengan Joomla 3,61000,Joomla 3 adalah versi Joomla terkini yang memiliki banyak variasi dan fitur baru. Buku ini membahas bagaimana membuat online shop dari nol menggunakan Joomla 3.,https://www.gramedia.com/products/conf-online-shop-dengan-joomla-3,https://cdn.gramedia.com/uploads/items/ID_EMK2014MTH10OSDJ_C.jpg,Online Shop Joomla 3 Joomla 3 versi Joomla terkini memiliki variasi fitur Buku membahas online shop nol Joomla 3
Tip & Trik Fungsi dan Formula Excel,49000,"Apakah Anda terbiasa bekerja dengan fungsi dan formula Microsoft Excel? Kalau begitu, Anda pasti tertarik untuk mengembangkan ilmu Anda lebih tinggi lagi dengan mempelajari tip dan trik di dalam buku ini. Materi yang disajikan di antaranya mengupas:",https://www.gramedia.com/products/conf-tip-trik-fungsi-dan-formula-excel,https://cdn.gramedia.com/uploads/items/ID_EMK2014MTH09TTFDFE_C.jpg,Tip Trik Fungsi Formula Excel terbiasa fungsi formula Microsoft Excel tertarik mengembangkan ilmu mempelajari tip trik buku Materi disajikan mengupas
Pemrograman VBA untuk Excel All Version,116000,"VBA (Visual Basic for Application) atau macro adalah funsi dan perintah program di Microsoft Office yang disimpan dalam bahasa Visual Basic. Dengan adanya VBA, sebuah pekerjaan di Office bisa diotomatiskan. Ada banyak hal yang bisa dioptimalkan atau dimudahkan penggunaannya melalui bahasa VBA macro.Buku ini menjelaskan cara membuat dan menggunakan kode-kode program VBA macro untuk meningkatkan kinerja MS Exel. Semua perintah dalam buku panduan ini berlaku untuk semua versi Excell, dari 2007 sampai versi terakhir.",https://www.gramedia.com/products/conf-pemrograman-vba-untuk-excel-all-version,https://cdn.gramedia.com/uploads/items/ID_EMK2014MTH07PVUEAV_C.jpg,Pemrograman VBA Excel All Version VBA Visual Basic for Application macro funsi perintah program Microsoft Office disimpan bahasa Visual Basic VBA pekerjaan Office diotomatiskan dioptimalkan dimudahkan penggunaannya bahasa VBA macro.Buku kode-kode program VBA macro meningkatkan kinerja MS Exel perintah buku panduan berlaku versi Excell 2007 versi
Tip Trik Formula Excel Terapan,35000,"""""""Berkat fungsi dan formula MS Excel, sebagian besar masalah administrasi, pencatatan data, dan kalkulasi matematika dapat diselesaikan dengan cepat dan praktis. Oleh karena itulah, menguasai fungsi dan formula merupakan salah satu jalur cepat menuju sukses dan tertib administrasi.",https://www.gramedia.com/products/conf-tip-trik-formula-excel-terapan,https://cdn.gramedia.com/uploads/items/ID_EMK2014MTH06TTFET_C.jpg,Tip Trik Formula Excel Terapan `` '' '' Berkat fungsi formula MS Excel administrasi pencatatan data kalkulasi matematika diselesaikan cepat praktis menguasai fungsi formula salah jalur cepat sukses tertib administrasi
Fungsi Look Up Canggih Excel 2007 dan 2010,63000,"""""""Excel menyediakan ratusan fungsi yang dapat Anda gunakan untuk membangun rumus, memodifikasi data, dan mengambil informasi yang Anda butuhkan. Dari semua fungsi yang tersedia, fungsi pencarian memungkinkan Anda untuk mencari informasi secara langsung dalam lembar kerja Anda berdasarkan berbagai parameter yang Anda tentukan.",https://www.gramedia.com/products/conf-fungsi-look-up-canggih-excel-2007-dan-2010,https://cdn.gramedia.com/uploads/items/ID_EMK2014MTH05FLUCED_C.jpg,Fungsi Look Up Canggih Excel 2007 2010 `` '' '' Excel menyediakan ratusan fungsi membangun rumus memodifikasi data mengambil informasi butuhkan fungsi tersedia fungsi pencarian mencari informasi langsung lembar kerja berdasarkan parameter tentukan
Buku Sakti Blogger,102000,"""""""Apakah Anda ingin membuat Blog Super Keren yang memiliki banyak pengunjung? Atau, Anda ingin memodifikasi total Blog Anda hingga terlihat profesional? Anda sudah memegang buku yang tepat.",https://www.gramedia.com/products/conf-buku-sakti-blogger,https://cdn.gramedia.com/uploads/items/ID_EMK2014MTH06BSBL_C.jpg,Buku Sakti Blogger `` '' '' Blog Super Keren memiliki pengunjung memodifikasi total Blog profesional memegang buku
"Metode Riset Online: Teori, Praktik, dan Pembuatan Apliaksi Menggunakan HTML, PHP dan CSS",49000,"""""""Saat ini semakin banyak riset di kalangan mahasiswa dan dunia bisnis yang dilakukan secara online atau melalui Internet. Untuk itu diperlukan buku acuan riset online yang berbasis pada aturan dan kaidah mettodologi riset yang benar. Buku ini menjawab persoalan tersebut karena memaparkan cara-cara melakukan riset online secara benar dan dapat dipertanggungjawabkan secara ilmiah.",https://www.gramedia.com/products/conf-metode-riset-online-teori-praktik-dan-pembuatan-apliaksi-menggunakan-html-php-dan-css,https://cdn.gramedia.com/uploads/items/ID_EMK2014MTH06MROTPDPAMHPDC_C.jpg,Metode Riset Online Teori Praktik Pembuatan Apliaksi HTML PHP CSS `` '' '' riset kalangan mahasiswa dunia bisnis online Internet buku acuan riset online berbasis aturan kaidah mettodologi riset Buku memaparkan cara-cara riset online dipertanggungjawabkan ilmiah
Toko Online Canggih dengan Joomla,35000,Apakah bisa untuk membuat toko online hanya dalam waktu satu jam? Tentu saja bisa. Membuat toko online tidaklah sulit dan juga tidak butuh pemrograman. Cukup dengan instal Joomla ke dalam situs toko online yang Anda miliki saat ini.,https://www.gramedia.com/products/conf-toko-online-canggih-dengan-joomla,https://cdn.gramedia.com/uploads/items/ID_EMK2014MTH06TOCDJ_C.jpg,Toko Online Canggih Joomla toko online jam toko online sulit butuh pemrograman instal Joomla situs toko online miliki
Panduan Pintar SEO Plugins for WordPress,65000,"""""""Hadir bagi siapa saja yang sedang mendalami dunia bloging, terutama bagi mereka yang menggunakan WordPress sebagai mesin CMS-nya. Secara khusus akan mengajarkan Anda untuk memilih plugin penting dalam mengoptimasi kualitas blog Anda sehingga blog menjadi maksimal di mesin pencari, khususnya Google. Anda akan belajar menggunakan WordPress SelfHost, yaitu WordPress yang diinstal di Web Hosting.",https://www.gramedia.com/products/conf-panduan-pintar-seo-plugins-for-wordpress,https://cdn.gramedia.com/uploads/items/ID_EMK2014MTH06PPSPFW_C.jpg,Panduan Pintar SEO Plugins for WordPress `` '' '' Hadir mendalami dunia bloging WordPress mesin CMS-nya khusus mengajarkan memilih plugin mengoptimasi kualitas blog blog maksimal mesin pencari Google belajar WordPress SelfHost WordPress diinstal Web Hosting
"150 Tip, Trik, dan Keajaiban Wordpress",49000,"""""""Mengapa buku ini layak Anda baca? Karena buku ini bisa mengubah blog yang standar menjadi blog yang profesional. Menyajikan 150 tip, trik, dan keajaiban WordPress lainnya yang mampu menghadirkan fitur-fitur sebagai berikut.",https://www.gramedia.com/products/conf-150-tip-trik-dan-keajaiban-wordpress,https://cdn.gramedia.com/uploads/items/ID_EMK2014MTH06TTDKW_C.jpg,150 Tip Trik Keajaiban Wordpress `` '' '' buku layak baca buku mengubah blog standar blog profesional Menyajikan 150 tip trik keajaiban WordPress menghadirkan fitur-fitur
"150 Situs Ajaib Paling ""WOW"" di Internet",49000,"""""""Ada jutaan situs yang bisa Anda temukan menggunakan Google. Tapi sedikit saja dari situs-situs itu yang benar-benar unik, menarik, dan memiliki fungsi hebat. Di dalam buku ini, Anda akan menemukan 150 situs """"""""WOW"""""""" yang kira-kira bisa menjawab pertanyaan-pertanyaan berikut ini:",https://www.gramedia.com/products/conf-150-situs-ajaib-paling-wow-di-internet,https://cdn.gramedia.com/uploads/items/ID_EMK2014MTH06SAPDI_C.jpg,150 Situs Ajaib `` WOW '' Internet `` '' '' jutaan situs temukan Google situs-situs benar-benar unik menarik memiliki fungsi hebat buku menemukan 150 situs `` '' '' '' WOW '' '' '' '' pertanyaan-pertanyaan
Membuat Aplikasi Android Tanpa Coding dengan App Inventor,61000,"""""""Jika Anda hendak belajar membuat aplikasi untuk platform Android, namun Anda masih awam dengan bahasa pemrograman yang dipakai, maka buku ini jawabannya. Buku ini akan mengajarkan kepada Anda tentang sebuah kemudahan dalam membuat aplikasi Android tanpa coding menggunakan App Inventor. Lalu, apa App Inventor itu?",https://www.gramedia.com/products/conf-membuat-aplikasi-android-tanpa-coding-dengan-app-inventor,https://cdn.gramedia.com/uploads/items/ID_EMK2014MTH06MAATCDAI_C_.jpg,Aplikasi Android Coding App Inventor `` '' '' belajar aplikasi platform Android awam bahasa pemrograman dipakai buku jawabannya Buku mengajarkan kemudahan aplikasi Android coding App Inventor App Inventor
Tip dan Trik Animasi PowerPoint,31900,"""""""Jika Anda seorang mahasiswa, guru, dosen, atau profesional di bidang apa pun yang akan menggunakan PowerPoint sebagai alat bantu untuk menyajikan materi yang akan Anda sampaikan, maka buku Tip dan Trik Animasi PowerPoint ini akan sangat membantu dalam meningkatkan kualitas presentasi yang akan Anda sajikan.",https://www.gramedia.com/products/conf-tip-dan-trik-animasi-powerpoint,https://cdn.gramedia.com/uploads/items/ID_EMK2014MTH06TDTAP_C.jpg,Tip Trik Animasi PowerPoint `` '' '' mahasiswa guru dosen profesional bidang PowerPoint alat bantu menyajikan materi buku Tip Trik Animasi PowerPoint membantu meningkatkan kualitas presentasi sajikan
Killer PayPal,31900,"""""""Bisnis online kian berkembang sedemikian rupa sehingga banyak pebisnis yang sukses mengelola bisnis onlinenya. Yang harus diketahui adalah, transaksi bisnis online tidak bisa dipisahkan dari penggunaan PayPal, karena saat ini PayPal adalah payment gateway yang populer dan banyak digunakan untuk menjembati transaksi online bagi pembeli dan penjual.",https://www.gramedia.com/products/conf-killer-paypal,https://cdn.gramedia.com/uploads/items/ID_EMK2014MTH05KPAY_C.jpg,Killer PayPal `` '' '' Bisnis online kian berkembang rupa pebisnis sukses mengelola bisnis onlinenya transaksi bisnis online dipisahkan penggunaan PayPal PayPal payment gateway populer menjembati transaksi online pembeli penjual
Virtual Reality Environment with Photoshop,35200,"""""""Virtual Reality Environment atau lingkungan realitas virtual merupakan salah satu teknik dalam dunia fotografi maupun film di mana satu objek utama digabungkan dengan objek latar tertentu. Hasilnya, objek utama seolah- olah berada di objek latar tersebut. Contoh dari virtual reality environment ini adalah adegan orang terbang di angkasa dalam berbagai film.",https://www.gramedia.com/products/conf-virtual-reality-environment-with-photoshop,https://cdn.gramedia.com/uploads/items/ID_EMK2014MTH05VREWP_C.jpg,Virtual Reality Environment with Photoshop `` '' '' Virtual Reality Environment lingkungan realitas virtual salah teknik dunia fotografi film objek utama digabungkan objek latar Hasilnya objek utama seolah- olah objek latar Contoh virtual reality environment adegan orang terbang angkasa film
Most Wanted Tips of Internet Speed,35000,"""""""Kebutuhan Internet yang semakin meningkat mendorong penggunanya untuk mencari koneksi Internet yang cepat dan stabil. Namun kebutuhan tersebut tidak mudah diperoleh karena koneksi Internet yang cepat tidak selalu stabil di setiap waktu dan koneksi Internet yang cepat seringkali membutuhkan biaya yang lebih mahal. Bahkan karena lokasi dan perangkat keras yang dimiliki, pengguna harus puas dengan kecepatan Internet yang biasa-biasa saja.",https://www.gramedia.com/products/conf-most-wanted-tips-of-internet-speed,https://cdn.gramedia.com/uploads/items/ID_EMK2014MTH05MWTOIS_C.jpg,Most Wanted Tips of Internet Speed `` '' '' Kebutuhan Internet meningkat mendorong penggunanya mencari koneksi Internet cepat stabil kebutuhan mudah diperoleh koneksi Internet cepat stabil koneksi Internet cepat seringkali membutuhkan biaya mahal lokasi perangkat keras dimiliki pengguna puas kecepatan Internet biasa-biasa
Chatting Tanpa Batas Menggunakan Whatsapp,35000,"""""""Anda ingin chatting dengan teman-teman yang memiliki ponsel saling berbeda satu dengan lainnya (Blackberry, iPhone, Android, Nokia)? Kalau begitu, gunakanlah Whatsapp. Dijamin, Anda bisa mengobrol sepuasnya tanpa peduli jenis ponsel yang digunakan. Lebih dari itu, Whatsapp itu gratis aplikasinya, murah biaya percakapannya, dan bahkan bisa mengirim foto, video, pesan suara, peta lokasi, dan gambar-gambar romantic secara cepat dan praktis.",https://www.gramedia.com/products/conf-chatting-tanpa-batas-menggunakan-whatsapp,https://cdn.gramedia.com/uploads/items/ID_EMK2014MTH05CTBMW_C.jpg,Chatting Batas Whatsapp `` '' '' chatting teman-teman memiliki ponsel berbeda Blackberry iPhone Android Nokia gunakanlah Whatsapp Dijamin mengobrol sepuasnya peduli jenis ponsel Whatsapp gratis aplikasinya murah biaya percakapannya mengirim foto video pesan suara peta lokasi gambar-gambar romantic cepat praktis
NGANDROID: Hidup Menjadi Mudah dan Menyenangkan dengan Android,64000,"""""""Saat ini, sistem operasi Android sudah mulai menguasai pasar internasional, mengalahkan teknologi sistem operasi handphone lainnya. Bahkan Google memprediksi pada tahun 2024, setiap orang di bumi ini setidaknya akan memiliki satu perangkat Android di saku mereka, wow!",https://www.gramedia.com/products/conf-ngandroid-hidup-menjadi-mudah-dan-menyenangkan-dengan-android,https://cdn.gramedia.com/uploads/items/ID_EMK2014MTH05NHMMDMDA_C.jpg,NGANDROID Hidup Mudah Menyenangkan Android `` '' '' sistem operasi Android menguasai pasar internasional mengalahkan teknologi sistem operasi handphone Google memprediksi 2024 orang bumi memiliki perangkat Android saku wow
Mempunyai Toko Online dengan Hanya 100 ribuan!,36300,"""""""Saat ini sudah banyak bermunculan jasa-jasa pembuatan toko online di Internet. Hal ini tentu saja menggembirakan karena berarti bisnis online di Indonesia mengalami pertumbuhan. Melalui jasa-jasa yang ditawarkan tersebut, Anda sudah bisa memiliki website sendiri dengan mengeluarkan biaya rata-rata mulai 500 ribu rupiah.",https://www.gramedia.com/products/conf-mempunyai-toko-online-dengan-hanya-100-ribuan,https://cdn.gramedia.com/uploads/items/ID_EMK2014MTH05MTODHR_C.jpg,Toko Online 100 ribuan `` `` '' bermunculan jasa-jasa pembuatan toko online Internet menggembirakan bisnis online Indonesia mengalami pertumbuhan jasa-jasa ditawarkan memiliki website mengeluarkan biaya rata-rata 500 ribu rupiah
"Internet Marketing: Cara Cerdas, Gak Pake Ribet",35000,"""""""SEO hanyalah merupakan salah satu teknik dari berbagai teknik populer yang digunakan oleh para Internet Marketer untuk mempromosilan website, atau produk, atau layanan jasa melalui internet.",https://www.gramedia.com/products/conf-internet-marketing-cara-cerdas-gak-pake-ribet,https://cdn.gramedia.com/uploads/items/ID_EMK2014MTH05IMCCGPR_C.jpg,Internet Marketing Cerdas Gak Pake Ribet `` '' '' SEO salah teknik teknik populer Internet Marketer mempromosilan website produk layanan jasa internet
Cara Mudah Berjualan Online Secara Gratis,35000,"""""""Internet telah mengubah banyak gaya hidup. Mulai dari bergaul sampai mencari duit sudah banyak berubah. Internet telah menghasilkan berbagai cara berbisnis baru, termasuk cara berjualan.",https://www.gramedia.com/products/conf-cara-mudah-berjualan-online-secara-gratis,https://cdn.gramedia.com/uploads/items/ID_EMK2014MTH05CMBOSG_C.jpg,Mudah Berjualan Online Gratis `` '' '' Internet mengubah gaya hidup bergaul mencari duit berubah Internet menghasilkan berbisnis berjualan
Trik Rahasia Anti Lupa Password Serumit,35000,"""""""Siapa yang tidak disibukkan oleh masalah password akhir-akhir ini? Setiap hari, masalah pembobolan password mulai sering terdengar. Oleh karena itulah, semua orang menjadi begitu sensitif terhadap keamanan akun yang mereka miliki dan mulai membuat password yang sulit ditebak. Faktanya adalah:",https://www.gramedia.com/products/conf-trik-rahasia-anti-lupa-password-serumit,https://cdn.gramedia.com/uploads/items/ID_EMK2014MTH05TRALPS_C.jpg,Trik Rahasia Anti Lupa Password Serumit `` '' '' disibukkan password akhir-akhir pembobolan password terdengar orang sensitif keamanan akun miliki password sulit ditebak Faktanya
Panen Dolar di Internet,64000,"""""""Tumbuhnya usaha penjualan online membawa peluang baru untuk mendapatkan penghasilan melalui Internet. Situs penjualan online dalam melebarkan sayap bisnisnya menawarkan kesempatan bekerja sama dalam bentuk afiliasi yang memungkinkan seseorang mendapatkan komisi ketika membantu penjualan suatu produk.",https://www.gramedia.com/products/conf-panen-dolar-di-internet,https://cdn.gramedia.com/uploads/items/ID_EMK2014MTH05PDDI_C.jpg,Panen Dolar Internet `` '' '' Tumbuhnya usaha penjualan online membawa peluang penghasilan Internet Situs penjualan online melebarkan sayap bisnisnya menawarkan kesempatan bentuk afiliasi komisi membantu penjualan produk
Most Wanted Tips Of SEO (Search Engine Optimization),31900,"""""""Kebutuhan untuk muncul di halaman pertama Google atau mesin pencari lainnya kini tidak lagi didominasi oleh website komersial saja. Website pendidikan, organisasi nirlaba, atau bahkan pribadi juga telah merasakan kebutuhan tersebut. Karena dengan munculnya sebuah website di halaman pertama mesin pencari, maka peluang untuk diakses juga semakin besar. Hal tersebut akan memicu peluang-peluang lainnya ketika website berhasil dikunjungi.",https://www.gramedia.com/products/conf-most-wanted-tips-of-seo-search-engine-optimization,https://cdn.gramedia.com/uploads/items/ID_EMK2014MTH05MWTOSEO_C.jpg,Most Wanted Tips Of SEO Search Engine Optimization `` '' '' Kebutuhan muncul halaman Google mesin pencari didominasi website komersial Website pendidikan organisasi nirlaba pribadi merasakan kebutuhan munculnya website halaman mesin pencari peluang diakses memicu peluang-peluang website berhasil dikunjungi
Fungsi Look Up Canggih Excel 2007 dan 2010,63000,"""""""Excel menyediakan ratusan fungsi yang dapat Anda gunakan untuk membangun rumus, memodifikasi data, dan mengambil informasi yang Anda butuhkan. Dari semua fungsi yang tersedia, fungsi pencarian memungkinkan Anda untuk mencari informasi secara langsung dalam lembar kerja Anda berdasarkan berbagai parameter yang Anda tentukan.",https://www.gramedia.com/products/conf-fungsi-look-up-canggih-excel-2007-dan-2010,https://cdn.gramedia.com/uploads/items/ID_EMK2014MTH05FLUCED_C.jpg,Fungsi Look Up Canggih Excel 2007 2010 `` '' '' Excel menyediakan ratusan fungsi membangun rumus memodifikasi data mengambil informasi butuhkan fungsi tersedia fungsi pencarian mencari informasi langsung lembar kerja berdasarkan parameter tentukan
Buku Sakti Formula Excel,35000,"""""""Formula adalah salah satu fitur Microsoft Excel yang memungkinkan Anda melakukan banyak hal menarik di Excel. Tanpa formula, Excel bisa dibilang kurang berdaya guna. Dengan formula, perhitungan yang rumit dan njlimet bisa disederhanakan dan dibuat mudah.",https://www.gramedia.com/products/conf-buku-sakti-formula-excel,https://cdn.gramedia.com/uploads/items/ID_EMK2014MTH05BSFE_C_.jpg,Buku Sakti Formula Excel `` '' '' Formula salah fitur Microsoft Excel menarik Excel formula Excel dibilang berdaya formula perhitungan rumit njlimet disederhanakan mudah
Aneka Poster Film dengan Photoshop,61000,"""""""Dunia film tanah air semakin berkembang. Hampir setiap hari film-film baru menghiasi gedung bioskop. Salah satu cara yang dapat ditempuh untuk melakukan promosi film tersebut adalah dengan membuat poster. Selain sebagai sarana promosi saat ditayangkan di bioskop, biasanya poster ini juga akan dijadikan cover VCD/DVD dari film yang bersangkutan.",https://www.gramedia.com/products/conf-aneka-poster-film-dengan-photoshop,https://cdn.gramedia.com/uploads/items/ID_EMK2014MTH05APFDP_C.jpg,Aneka Poster Film Photoshop `` '' '' Dunia film tanah air berkembang film-film menghiasi gedung bioskop Salah ditempuh promosi film poster sarana promosi ditayangkan bioskop poster dijadikan cover VCD/DVD film bersangkutan
123 Trik Spesial untuk Utak-Atik Windows,49500,"""""""Hal dasar yang perlu untuk dipahami saat akan menguasai penggunaan komputer adalah pemahaman akan sistem operasi. Kita akan lebih mudah mempelajari software-software baru dan penggunaannya jika kita terlebih dahulu sudah memahami sistem operasi yang digunakan di dalam kompu-ter tersebut.",https://www.gramedia.com/products/conf-123-trik-spesial-untuk-utak-atik-windows,https://cdn.gramedia.com/uploads/items/ID_EMK2014MTH05TSUUW_C.jpg,123 Trik Spesial Utak-Atik Windows `` '' '' dasar dipahami menguasai penggunaan komputer pemahaman sistem operasi mudah mempelajari software-software penggunaannya memahami sistem operasi kompu-ter
Langkah Praktis Membangun Aplikasi Sederhana Platform Android,49000,"""""""Bicara mengenai smartphone, orang lebih banyak mengenal sistem operasi seperti Symbian, Windows Mobile, atau BBOS. Namun, dua tahun terakhir ini, perlahan namun pasti Android muncul sebagai sebuah sistem operasi baru yang mulai digunakan oleh berbagai vendor smartphone dunia.",https://www.gramedia.com/products/conf-langkah-praktis-membangun-aplikasi-sederhana-platform-android,https://cdn.gramedia.com/uploads/items/ID_EMK2014MTH05LPMASPA_C.jpg,Langkah Praktis Membangun Aplikasi Sederhana Platform Android `` '' '' Bicara smartphone orang mengenal sistem operasi Symbian Windows Mobile BBOS perlahan Android muncul sistem operasi vendor smartphone dunia
